Temperature,VibrationX,VibrationY,VibrationZ,Current,Voltage,RPM,MagX,MagY,MagZ,Condition,Timestamp
21.84,-0.0123,0.9819,0.0021,0.0,8.28,1347.8,0.325,-0.452,-0.11,Misalignment,2026-05-14 21:22:55
19.1,-0.0083,0.9811,0.0026,0.0,8.27,1346.7,0.338,-0.457,-0.113,Misalignment,2026-05-14 21:22:56
19.5,-0.0079,0.981,0.0024,0.0,8.27,1346.7,0.338,-0.457,-0.113,Misalignment,2026-05-14 21:22:56
18.94,-0.0102,0.982,0.0006,0.0,8.28,1346.7,0.345,-0.44,-0.093,Misalignment,2026-05-14 21:22:57
19.34,-0.0115,0.982,0.0024,0.0,8.27,1346.7,0.338,-0.432,-0.085,Misalignment,2026-05-14 21:22:58
19.42,-0.0116,0.982,0.0032,0.0,8.26,1346.7,0.34,-0.433,-0.085,Misalignment,2026-05-14 21:22:58
19.34,-0.0074,0.9811,0.0016,0.0,8.27,1346.7,0.34,-0.432,-0.085,Misalignment,2026-05-14 21:22:59
19.34,-0.0129,0.9826,0.0016,0.0,8.26,1355.3,0.331,-0.435,-0.091,Misalignment,2026-05-14 21:22:59
19.34,-0.0121,0.9823,0.0015,0.0,8.28,1355.3,0.332,-0.432,-0.089,Misalignment,2026-05-14 21:23:00
19.5,-0.0089,0.9815,0.0039,0.0,8.26,1347.8,0.334,-0.432,-0.086,Misalignment,2026-05-14 21:23:00
19.34,-0.0101,0.9817,0.0011,0.0,8.27,1347.8,0.336,-0.431,-0.084,Misalignment,2026-05-14 21:23:01
19.26,-0.0107,0.9822,0.0007,0.0,8.26,1347.8,0.337,-0.432,-0.085,Misalignment,2026-05-14 21:23:02
18.45,-0.0109,0.9817,0.0038,0.0,8.26,1347.8,0.342,-0.434,-0.085,Misalignment,2026-05-14 21:23:02
19.5,-0.0077,0.9816,0.0022,0.0,8.28,1346.7,0.333,-0.432,-0.085,Misalignment,2026-05-14 21:23:03
19.34,-0.0092,0.9819,0.0016,0.0,8.27,1346.7,0.336,-0.43,-0.083,Misalignment,2026-05-14 21:23:03
21.19,-0.0131,0.9822,0.0026,0.0,8.26,1347.8,0.338,-0.432,-0.084,Misalignment,2026-05-14 21:23:04
19.5,-0.0122,0.9821,0.0032,0.0,8.27,1347.8,0.341,-0.432,-0.083,Misalignment,2026-05-14 21:23:04
19.1,-0.0083,0.9814,0.0017,0.0,8.27,1346.7,0.331,-0.432,-0.087,Misalignment,2026-05-14 21:23:05
16.68,-0.0127,0.9825,0.001,0.0,8.28,1346.7,0.332,-0.432,-0.086,Misalignment,2026-05-14 21:23:06
18.62,-0.0129,0.9823,0.0013,0.0,8.27,1346.7,0.325,-0.44,-0.096,Misalignment,2026-05-14 21:23:06
19.34,-0.0099,0.9815,0.0034,0.0,8.28,1346.7,0.325,-0.451,-0.108,Misalignment,2026-05-14 21:23:07
20.07,-0.0104,0.9819,0.0012,0.0,8.27,1346.7,0.325,-0.447,-0.103,Misalignment,2026-05-14 21:23:07
19.9,-0.0104,0.9816,0.0005,0.0,8.26,1346.7,0.324,-0.447,-0.103,Misalignment,2026-05-14 21:23:08
18.94,-0.0123,0.982,0.0021,0.0,8.26,1346.7,0.332,-0.461,-0.115,Misalignment,2026-05-14 21:23:08
15.63,-0.0083,0.9811,0.0012,0.0,8.27,1346.7,0.345,-0.454,-0.106,Misalignment,2026-05-14 21:23:09
19.34,-0.0124,0.9823,0.0007,0.0,8.28,1354.2,0.347,-0.44,-0.091,Misalignment,2026-05-14 21:23:10
19.1,-0.0131,0.9821,0.0005,0.0,8.28,1354.2,0.339,-0.432,-0.083,Misalignment,2026-05-14 21:23:10
18.29,-0.0095,0.9816,0.0027,0.0,8.27,1345.5,0.328,-0.434,-0.091,Misalignment,2026-05-14 21:23:11
20.39,-0.0085,0.9814,0.0005,0.0,8.26,1345.5,0.326,-0.436,-0.094,Misalignment,2026-05-14 21:23:11
19.34,-0.0094,0.9814,0.0005,0.0,8.27,1347.8,0.329,-0.435,-0.091,Misalignment,2026-05-14 21:23:12
21.92,-0.0127,0.9821,0.0024,0.0,8.27,1347.8,0.324,-0.443,-0.101,Misalignment,2026-05-14 21:23:12
19.34,-0.0085,0.9812,0.0026,0.0,8.26,1355.3,0.324,-0.443,-0.1,Misalignment,2026-05-14 21:23:13
19.18,-0.0087,0.9814,0.002,0.0,8.26,1355.3,0.325,-0.443,-0.099,Misalignment,2026-05-14 21:23:14
24.5,-0.0123,0.9821,0.0009,0.0,8.27,1347.8,0.326,-0.437,-0.096,Misalignment,2026-05-14 21:23:14
19.58,-0.0124,0.9821,0.0013,0.0,8.26,1347.8,0.325,-0.437,-0.095,Misalignment,2026-05-14 21:23:15
19.34,-0.0093,0.9814,0.0037,0.0,8.27,1347.8,0.327,-0.437,-0.093,Misalignment,2026-05-14 21:23:15
17.57,-0.01,0.9816,0.0013,0.0,8.27,1347.8,0.329,-0.433,-0.089,Misalignment,2026-05-14 21:23:16
19.42,-0.0111,0.9821,0.0012,0.0,8.26,1347.8,0.335,-0.431,-0.084,Misalignment,2026-05-14 21:23:16
19.5,-0.0105,0.9817,0.0039,0.0,8.27,1347.8,0.337,-0.431,-0.084,Misalignment,2026-05-14 21:23:17
17.33,-0.0089,0.9811,0.0007,0.0,8.27,1355.3,0.33,-0.434,-0.089,Misalignment,2026-05-14 21:23:18
19.74,-0.0099,0.9815,0.0001,0.0,8.27,1355.3,0.333,-0.433,-0.087,Misalignment,2026-05-14 21:23:18
19.5,-0.0137,0.9819,0.0007,0.0,8.28,1346.7,0.326,-0.44,-0.097,Misalignment,2026-05-14 21:23:19
18.45,-0.0084,0.9812,0.0015,0.0,8.28,1346.7,0.325,-0.439,-0.096,Misalignment,2026-05-14 21:23:19
19.34,-0.0085,0.9809,0.0017,0.0,8.26,1339.1,0.326,-0.438,-0.096,Misalignment,2026-05-14 21:23:20
19.99,-0.0117,0.982,0.0002,0.0,8.27,1339.1,0.326,-0.437,-0.094,Misalignment,2026-05-14 21:23:21
19.34,-0.0122,0.9821,0.0022,0.0,8.26,1346.7,0.324,-0.449,-0.106,Misalignment,2026-05-14 21:23:21
19.42,-0.009,0.9812,0.0026,0.0,8.26,1346.7,0.328,-0.458,-0.114,Misalignment,2026-05-14 21:23:22
19.58,-0.0098,0.9814,0.0002,0.0,8.26,1355.3,0.328,-0.454,-0.111,Misalignment,2026-05-14 21:23:22
19.5,-0.0124,0.9817,0.0024,0.0,8.27,1355.3,0.339,-0.46,-0.114,Misalignment,2026-05-14 21:23:23
20.63,-0.0115,0.9816,0.0033,0.0,8.27,1354.2,0.347,-0.448,-0.1,Misalignment,2026-05-14 21:23:23
19.1,-0.0076,0.9812,0.0027,0.0,8.26,1354.2,0.342,-0.435,-0.086,Misalignment,2026-05-14 21:23:24
19.34,-0.0126,0.9826,0.0018,0.0,8.27,1345.5,0.334,-0.431,-0.085,Misalignment,2026-05-14 21:23:25
19.5,-0.0124,0.9826,0.0022,0.0,8.26,1345.5,0.336,-0.432,-0.085,Misalignment,2026-05-14 21:23:25
19.34,-0.0087,0.9816,0.0037,0.0,8.25,1347.8,0.336,-0.432,-0.084,Misalignment,2026-05-14 21:23:26
19.02,-0.0101,0.9821,0.0012,0.0,8.27,1347.8,0.329,-0.436,-0.092,Misalignment,2026-05-14 21:23:26
19.34,-0.0111,0.982,0.0015,0.0,8.26,1346.7,0.33,-0.434,-0.09,Misalignment,2026-05-14 21:23:27
19.5,-0.0107,0.9816,0.0043,0.0,8.26,1346.7,0.333,-0.433,-0.088,Misalignment,2026-05-14 21:23:27
18.62,-0.0081,0.9814,0.0024,0.0,8.27,1346.7,0.327,-0.438,-0.095,Misalignment,2026-05-14 21:23:28
19.34,-0.0085,0.9817,0.0022,0.0,8.26,1346.7,0.328,-0.434,-0.091,Misalignment,2026-05-14 21:23:29
18.94,-0.0121,0.9819,0.0032,0.0,8.27,1356.5,0.332,-0.431,-0.087,Misalignment,2026-05-14 21:23:29
19.5,-0.0074,0.981,0.0024,0.0,8.27,1356.5,0.328,-0.434,-0.092,Misalignment,2026-05-14 21:23:30
19.42,-0.0079,0.981,0.0015,0.0,8.27,1346.7,0.33,-0.434,-0.091,Misalignment,2026-05-14 21:23:30
19.34,-0.012,0.9816,0.001,0.0,8.26,1346.7,0.331,-0.434,-0.089,Misalignment,2026-05-14 21:23:31
19.82,-0.0131,0.9812,0.0029,0.0,8.26,1346.7,0.326,-0.442,-0.099,Misalignment,2026-05-14 21:23:31
19.34,-0.0083,0.9812,0.0018,0.0,8.27,1346.7,0.323,-0.452,-0.109,Misalignment,2026-05-14 21:23:32
19.1,-0.0121,0.9823,0.0009,0.0,8.26,1345.5,0.332,-0.46,-0.115,Misalignment,2026-05-14 21:23:33
19.02,-0.0093,0.9819,0.0034,0.0,8.26,1345.5,0.328,-0.455,-0.112,Misalignment,2026-05-14 21:23:33
19.34,-0.0089,0.9814,0.0033,0.0,8.25,1355.3,0.339,-0.457,-0.112,Misalignment,2026-05-14 21:23:34
18.13,-0.0106,0.9814,0.0009,0.0,8.27,1355.3,0.346,-0.448,-0.1,Misalignment,2026-05-14 21:23:34
18.21,-0.0117,0.9817,0.0035,0.0,8.26,1354.2,0.344,-0.438,-0.089,Misalignment,2026-05-14 21:23:35
19.82,-0.0105,0.9817,0.0035,0.0,8.26,1354.2,0.336,-0.431,-0.085,Misalignment,2026-05-14 21:23:35
13.22,-0.0076,0.9816,0.0018,0.0,8.25,1345.5,0.328,-0.435,-0.093,Misalignment,2026-05-14 21:23:36
19.34,-0.0127,0.982,0.0022,0.0,8.26,1345.5,0.325,-0.443,-0.1,Misalignment,2026-05-14 21:23:37
19.34,-0.0081,0.9812,0.0018,0.0,8.27,1345.5,0.325,-0.452,-0.109,Misalignment,2026-05-14 21:23:37
19.1,-0.0078,0.9811,0.002,0.0,8.27,1345.5,0.33,-0.459,-0.115,Misalignment,2026-05-14 21:23:38
19.66,-0.0129,0.9819,0.002,0.0,8.27,1354.2,0.338,-0.458,-0.114,Misalignment,2026-05-14 21:23:38
18.86,-0.0085,0.9811,0.0029,0.0,8.26,1354.2,0.332,-0.459,-0.115,Misalignment,2026-05-14 21:23:39
19.58,-0.0081,0.9814,0.0021,0.0,8.27,1347.8,0.328,-0.456,-0.113,Misalignment,2026-05-14 21:23:40
19.42,-0.0124,0.9825,0.002,0.0,8.25,1347.8,0.325,-0.453,-0.11,Misalignment,2026-05-14 21:23:40
19.34,-0.0087,0.9817,0.0027,0.0,8.27,1347.8,0.324,-0.446,-0.104,Misalignment,2026-05-14 21:23:41
19.34,-0.0084,0.9814,0.002,0.0,8.27,1347.8,0.323,-0.443,-0.101,Misalignment,2026-05-14 21:23:41
19.26,-0.012,0.982,0.0004,0.0,8.27,1356.5,0.325,-0.439,-0.097,Misalignment,2026-05-14 21:23:42
19.34,-0.0126,0.9823,0.003,0.0,8.27,1356.5,0.323,-0.448,-0.106,Misalignment,2026-05-14 21:23:42
19.34,-0.0085,0.9815,0.0029,0.0,8.26,1346.7,0.324,-0.442,-0.101,Misalignment,2026-05-14 21:23:43
19.66,-0.0102,0.9817,0.0007,0.0,8.27,1346.7,0.325,-0.44,-0.097,Misalignment,2026-05-14 21:23:44
19.34,-0.012,0.9821,0.0011,0.0,8.26,1347.8,0.329,-0.434,-0.09,Misalignment,2026-05-14 21:23:44
19.34,-0.0095,0.9814,0.0039,0.0,8.26,1347.8,0.333,-0.432,-0.087,Misalignment,2026-05-14 21:23:45
19.34,-0.0093,0.9816,0.0015,0.0,8.27,1355.3,0.327,-0.437,-0.095,Misalignment,2026-05-14 21:23:45
18.94,-0.0102,0.9817,0.0015,0.0,8.26,1355.3,0.328,-0.435,-0.091,Misalignment,2026-05-14 21:23:46
20.39,-0.011,0.9817,0.0034,0.0,8.27,1347.8,0.332,-0.431,-0.086,Misalignment,2026-05-14 21:23:46
18.45,-0.0083,0.9814,0.0012,0.0,8.27,1347.8,0.327,-0.437,-0.094,Misalignment,2026-05-14 21:23:47
19.34,-0.0098,0.9819,0.0007,0.0,8.27,1355.3,0.331,-0.431,-0.087,Misalignment,2026-05-14 21:23:48
20.95,-0.0112,0.9819,0.0034,0.0,8.26,1355.3,0.329,-0.434,-0.091,Misalignment,2026-05-14 21:23:48
19.58,-0.0084,0.9816,0.0017,0.0,8.25,1345.5,0.323,-0.443,-0.101,Misalignment,2026-05-14 21:23:49
19.26,-0.0107,0.9822,0.0017,0.0,8.26,1345.5,0.324,-0.449,-0.107,Misalignment,2026-05-14 21:23:49
19.5,-0.0109,0.982,0.004,0.0,8.27,1355.3,0.324,-0.444,-0.102,Misalignment,2026-05-14 21:23:50
17.89,-0.0088,0.9819,0.0011,0.0,8.26,1355.3,0.327,-0.436,-0.092,Misalignment,2026-05-14 21:23:50
19.74,-0.0104,0.9821,0.0009,0.0,8.26,1347.8,0.332,-0.431,-0.086,Misalignment,2026-05-14 21:23:51
19.5,-0.0111,0.9819,0.0035,0.0,8.26,1347.8,0.327,-0.437,-0.094,Misalignment,2026-05-14 21:23:52
19.66,-0.0087,0.9816,0.0017,0.0,8.26,1346.7,0.328,-0.433,-0.09,Misalignment,2026-05-14 21:23:52
19.9,-0.0102,0.9821,0.0007,0.0,8.26,1346.7,0.332,-0.431,-0.085,Misalignment,2026-05-14 21:23:53
19.34,-0.0122,0.9822,0.0022,0.0,8.25,1356.5,0.335,-0.432,-0.084,Misalignment,2026-05-14 21:23:53
17.57,-0.0081,0.981,0.0007,0.0,8.27,1356.5,0.329,-0.433,-0.089,Misalignment,2026-05-14 21:23:54
18.94,-0.009,0.9814,0.0002,0.0,8.26,1346.7,0.334,-0.432,-0.085,Misalignment,2026-05-14 21:23:54
19.34,-0.0128,0.9816,0.002,0.0,8.27,1346.7,0.328,-0.433,-0.089,Misalignment,2026-05-14 21:23:55
19.34,-0.0085,0.981,0.0013,0.0,8.27,1354.2,0.325,-0.442,-0.099,Misalignment,2026-05-14 21:23:56
19.74,-0.0085,0.9811,0.001,0.0,8.25,1354.2,0.329,-0.436,-0.093,Misalignment,2026-05-14 21:23:56
19.34,-0.0127,0.9823,0.0021,0.0,8.27,1346.7,0.325,-0.441,-0.098,Misalignment,2026-05-14 21:23:57
14.75,-0.0078,0.9811,0.0016,0.0,8.26,1346.7,0.324,-0.451,-0.108,Misalignment,2026-05-14 21:23:57
20.07,-0.0083,0.9814,0.0007,0.0,8.26,1355.3,0.325,-0.444,-0.1,Misalignment,2026-05-14 21:23:58
23.45,-0.0127,0.9823,0.002,0.0,8.27,1355.3,0.328,-0.436,-0.091,Misalignment,2026-05-14 21:23:59
19.74,-0.0115,0.9815,0.0018,0.0,8.26,1347.8,0.332,-0.432,-0.085,Misalignment,2026-05-14 21:23:59
19.34,-0.0085,0.9819,0.0012,0.0,8.26,1347.8,0.327,-0.437,-0.093,Misalignment,2026-05-14 21:24:00
19.5,-0.0129,0.9825,0.0015,0.0,8.25,1346.7,0.327,-0.435,-0.09,Misalignment,2026-05-14 21:24:00
18.78,-0.0122,0.9822,0.0023,0.0,8.26,1346.7,0.335,-0.432,-0.085,Misalignment,2026-05-14 21:24:01
19.82,-0.0083,0.9811,0.0005,0.0,8.26,1355.3,0.328,-0.435,-0.09,Misalignment,2026-05-14 21:24:01
19.58,-0.0128,0.9821,0.0017,0.0,8.27,1355.3,0.326,-0.44,-0.095,Misalignment,2026-05-14 21:24:02
19.34,-0.0083,0.9814,0.0017,0.0,8.26,1345.5,0.324,-0.446,-0.102,Misalignment,2026-05-14 21:24:03
20.07,-0.0089,0.9814,0.0013,0.0,8.27,1345.5,0.325,-0.438,-0.095,Misalignment,2026-05-14 21:24:03
19.42,-0.0129,0.9823,0.0012,0.0,8.26,1355.3,0.323,-0.448,-0.104,Misalignment,2026-05-14 21:24:04
19.1,-0.0083,0.9817,0.0012,0.0,8.26,1355.3,0.328,-0.456,-0.11,Misalignment,2026-05-14 21:24:04
19.34,-0.0081,0.9812,0.0005,0.0,8.26,1346.7,0.325,-0.452,-0.107,Misalignment,2026-05-14 21:24:05
20.07,-0.0131,0.9821,0.0012,0.0,8.27,1346.7,0.329,-0.458,-0.112,Misalignment,2026-05-14 21:24:05
15.07,-0.0087,0.9811,0.0024,0.0,8.26,1355.3,0.325,-0.452,-0.107,Misalignment,2026-05-14 21:24:06
19.66,-0.0085,0.9811,0.0012,0.0,8.26,1355.3,0.328,-0.459,-0.113,Misalignment,2026-05-14 21:24:07
19.82,-0.0129,0.9825,0.0015,0.0,8.26,1354.2,0.337,-0.459,-0.112,Misalignment,2026-05-14 21:24:07
19.5,-0.0083,0.9811,0.0017,0.0,8.26,1354.2,0.328,-0.458,-0.113,Misalignment,2026-05-14 21:24:08
20.47,-0.0077,0.9808,0.0012,0.0,8.26,1347.8,0.327,-0.455,-0.111,Misalignment,2026-05-14 21:24:08
19.66,-0.0135,0.9819,0.0004,0.0,8.26,1347.8,0.324,-0.447,-0.104,Misalignment,2026-05-14 21:24:09
19.34,-0.0087,0.9811,0.0017,0.0,8.25,1346.7,0.329,-0.457,-0.111,Misalignment,2026-05-14 21:24:09
20.23,-0.0084,0.9811,0.0016,0.0,8.26,1346.7,0.325,-0.45,-0.107,Misalignment,2026-05-14 21:24:10
19.74,-0.0134,0.9826,0.0002,0.0,8.26,1346.7,0.331,-0.459,-0.113,Misalignment,2026-05-14 21:24:11
19.34,-0.0087,0.9814,0.0022,0.0,8.25,1346.7,0.337,-0.459,-0.113,Misalignment,2026-05-14 21:24:11
19.5,-0.0085,0.981,0.0017,0.0,8.25,1362.8,0.347,-0.448,-0.098,Misalignment,2026-05-14 21:24:12
19.5,-0.0122,0.9821,0.0011,0.0,8.26,1362.8,0.345,-0.438,-0.088,Misalignment,2026-05-14 21:24:12
19.1,-0.0094,0.9816,0.0039,0.0,8.27,1345.5,0.339,-0.433,-0.083,Misalignment,2026-05-14 21:24:13
19.82,-0.0088,0.9814,0.0015,0.0,8.26,1345.5,0.345,-0.44,-0.089,Misalignment,2026-05-14 21:24:13
19.18,-0.0127,0.9827,0.0007,0.0,8.27,1346.7,0.339,-0.433,-0.083,Misalignment,2026-05-14 21:24:14
12.65,-0.0093,0.9816,0.0032,0.0,8.25,1346.7,0.343,-0.439,-0.087,Misalignment,2026-05-14 21:24:15
19.34,-0.0101,0.9817,0.0011,0.0,8.26,1355.3,0.336,-0.432,-0.081,Misalignment,2026-05-14 21:24:15
19.82,-0.011,0.982,0.0013,0.0,8.26,1355.3,0.335,-0.432,-0.081,Misalignment,2026-05-14 21:24:16
19.1,-0.0109,0.9819,0.0033,0.0,8.25,1346.7,0.332,-0.432,-0.082,Misalignment,2026-05-14 21:24:16
19.58,-0.0089,0.9816,0.0007,0.0,8.26,1346.7,0.339,-0.432,-0.08,Misalignment,2026-05-14 21:24:17
19.82,-0.0112,0.9814,0.001,0.0,8.25,1346.7,0.331,-0.432,-0.082,Misalignment,2026-05-14 21:24:17
19.42,-0.0124,0.9812,0.0032,0.0,8.25,1346.7,0.326,-0.438,-0.09,Misalignment,2026-05-14 21:24:18
18.21,-0.0087,0.9811,0.0015,0.0,8.25,1354.2,0.324,-0.441,-0.096,Misalignment,2026-05-14 21:24:19
22.0,-0.0101,0.9815,0.001,0.0,8.25,1354.2,0.326,-0.438,-0.092,Misalignment,2026-05-14 21:24:19
19.5,-0.011,0.9812,0.0041,0.0,8.27,1346.7,0.324,-0.441,-0.096,Misalignment,2026-05-14 21:24:20
19.9,-0.0098,0.9816,0.0016,0.0,8.26,1346.7,0.322,-0.446,-0.099,Misalignment,2026-05-14 21:24:20
20.31,-0.0117,0.9821,0.002,0.0,8.26,1355.3,0.323,-0.436,-0.091,Misalignment,2026-05-14 21:24:21
19.82,-0.0099,0.9812,0.0045,0.0,8.26,1355.3,0.322,-0.443,-0.1,Misalignment,2026-05-14 21:24:22
19.9,-0.0105,0.9812,0.0013,0.0,8.26,1345.5,0.321,-0.446,-0.104,Misalignment,2026-05-14 21:24:22
19.9,-0.0121,0.9819,0.0016,0.0,8.26,1345.5,0.324,-0.438,-0.095,Misalignment,2026-05-14 21:24:23
19.82,-0.0079,0.9812,0.0041,0.0,8.25,1355.3,0.323,-0.445,-0.102,Misalignment,2026-05-14 21:24:23
19.58,-0.0115,0.9823,0.0015,0.0,8.26,1355.3,0.324,-0.448,-0.108,Misalignment,2026-05-14 21:24:24
19.58,-0.0093,0.9814,0.0028,0.0,8.25,1354.2,0.328,-0.457,-0.112,Misalignment,2026-05-14 21:24:24
19.5,-0.009,0.9811,0.0024,0.0,8.27,1354.2,0.323,-0.45,-0.106,Misalignment,2026-05-14 21:24:25
20.39,-0.0128,0.9821,0.0007,0.0,8.27,1347.8,0.324,-0.444,-0.1,Misalignment,2026-05-14 21:24:26
20.15,-0.0139,0.9821,0.0005,0.0,8.26,1347.8,0.326,-0.439,-0.093,Misalignment,2026-05-14 21:24:26
19.66,-0.0101,0.9814,0.0032,0.0,8.26,1346.7,0.326,-0.448,-0.103,Misalignment,2026-05-14 21:24:27
19.42,-0.0116,0.9825,0.001,0.0,8.26,1346.7,0.327,-0.437,-0.094,Misalignment,2026-05-14 21:24:27
19.9,-0.0128,0.9826,0.0032,0.0,8.26,1355.3,0.324,-0.448,-0.105,Misalignment,2026-05-14 21:24:28
20.63,-0.0094,0.9817,0.0026,0.0,8.27,1355.3,0.328,-0.458,-0.113,Misalignment,2026-05-14 21:24:28
19.5,-0.0117,0.9819,0.0,0.0,8.26,1345.5,0.334,-0.459,-0.113,Misalignment,2026-05-14 21:24:29
19.34,-0.0107,0.9819,0.0026,0.0,8.26,1345.5,0.329,-0.457,-0.113,Misalignment,2026-05-14 21:24:30
19.82,-0.0095,0.9815,0.0027,0.0,8.25,1355.3,0.335,-0.458,-0.113,Misalignment,2026-05-14 21:24:30
19.58,-0.0122,0.9826,0.0002,0.0,8.26,1355.3,0.34,-0.457,-0.111,Misalignment,2026-05-14 21:24:31
20.47,-0.0095,0.9819,0.0024,0.0,8.26,1345.5,0.344,-0.455,-0.107,Misalignment,2026-05-14 21:24:31
19.42,-0.0085,0.981,0.0009,0.0,8.25,1345.5,0.347,-0.45,-0.103,Misalignment,2026-05-14 21:24:32
